SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct
1-428373751,1/19/2017 11:20:42 AM,1/20/2017 1:49:54 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,WLA,1/20/2017 12:00:00 AM,,Y,N,"3329 S KEYSTONE AVE, 90034",3329,S,KEYSTONE,AVE,90034,34.0274554366,-118.412558276,"(34.0274554366, -118.412558276)",632,E,7,West Los Angeles APC,5,Paul Koretz,115,PALMS NC,PACIFIC
1-435482701,1/26/2017 12:31:59 PM,2/2/2017 3:36:08 PM,SR Created,BOS,Bulky Items,Closed,Call,"",Y,EV,2/2/2017 12:00:00 AM,,Y,N,"13951 W SATICOY ST, 91402",13951,W,SATICOY,ST,91402,34.2106881816,-118.43714511,"(34.2106881816, -118.43714511)",532,B,3,North Valley APC,6,Nury Martinez,100,PANORAMA CITY NC,MISSION
1-417362201,1/8/2017 2:17:23 PM,1/11/2017 12:02:23 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,"",Y,WVA,1/10/2017 9:30:55 AM,,Y,N,"18157 W ROSCOE BLVD, 91325",18157,W,ROSCOE,BLVD,91325,34.2209920187,-118.529354957,"(34.2209920187, -118.529354957)",530,J,2,North Valley APC,12,Mitchell Englander,124,NORTHRIDGE SOUTH NC,DEVONSHIRE
1-413003191,1/3/2017 4:41:24 PM,1/5/2017 10:22:50 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,NC,1/5/2017 12:00:00 AM,,Y,N,"3411 E LEE ST, 90023",3411,E,LEE,ST,90023,34.0260797462,-118.201481948,"(34.0260797462, -118.201481948)",635,C,7,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK
1-416541951,1/6/2017 6:17:39 PM,1/7/2017 8:23:33 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,"",N,NC,1/7/2017 12:00:00 AM,,Y,N,"6522 W LA MIRADA AVE, 90038",6522,W,LA MIRADA,AVE,90038,34.0933327177,-118.331804724,"(34.0933327177, -118.331804724)",593,E,5,Central APC,4,David Ryu,32,CENTRAL HOLLYWOOD NC,HOLLYWOOD
1-429610355,1/20/2017 10:26:25 AM,1/21/2017 12:21:14 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,Y,NEGB,1/21/2017 12:20:33 PM,,Y,N,"13979 W GARBER ST, 91331",13979,W,GARBER,ST,91331,34.2431169252,-118.437787266,"(34.2431169252, -118.437787266)",502,B,6,North Valley APC,6,Nury Martinez,6,ARLETA NC,MISSION
1-435713641,1/26/2017 2:30:00 PM,1/26/2017 3:38:55 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,1/3/2017 12:00:00 AM,,Y,"","3612 S MAPLE AVE, 90011",,S,MAPLE,AVE,90011,,,"",674,D,2,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-435940791,1/26/2017 4:13:19 PM,2/2/2017 12:19:28 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,NC,2/2/2017 12:00:00 AM,,Y,N,"1543 N WINONA BLVD, 90027",1543,N,WINONA,BLVD,90027,34.0993703156,-118.302331888,"(34.0993703156, -118.302331888)",593,J,4,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,HOLLYWOOD
1-413142871,1/3/2017 10:55:44 PM,1/4/2017 7:50:52 AM,SR Created,BOS,Bulky Items,Closed,Self Service,"",Y,SLA,1/4/2017 12:00:00 AM,,Y,N,"849 W 40TH PL, 90037",849,W,40TH,PL,90037,34.0101423903,-118.288982015,"(34.0101423903, -118.288982015)",674,B,3,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,SOUTHWEST
1-420535518,1/11/2017 10:51:02 AM,1/26/2017 5:28:46 PM,SR Created,BOS,Homeless Encampment,Pending,Mobile App,iOS,Y,NC,1/19/2017 12:00:00 AM,,Y,"","1503 S LONG BEACH AVE, 90021",1503,S,LONG BEACH,AVE,90021,34.0242092813,-118.242046077,"(34.0242092813, -118.242046077)",634,G,7,Central APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,NEWTON
1-427413701,1/18/2017 1:45:07 PM,1/18/2017 1:45:07 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,LACC,1/17/2017 12:00:00 AM,,Y,"","5757 W PICO BLVD, 90019",5757,W,PICO,BLVD,90019,,,"",633,B,4,Central APC,10,Herb J. Wesson Jr.,60,P.I.C.O. NC,WILSHIRE
1-422288871,1/12/2017 4:08:05 PM,1/16/2017 9:35:40 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,"",N,SLABT,1/16/2017 9:35:45 AM,,Y,N,"8207 S SAN PEDRO ST, 90003",8207,S,SAN PEDRO,ST,90003,33.9652344195,-118.269671051,"(33.9652344195, -118.269671051)",704,D,2,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),77TH STREET
1-418327751,1/9/2017 1:48:05 PM,1/10/2017 2:55:44 PM,SR Created,BOS,Electronic Waste,Closed,Call,"",N,WV,1/10/2017 12:00:00 AM,,Y,N,"10661 N OVERMAN AVE, 91311",10661,N,OVERMAN,AVE,91311,34.2642100682,-118.578257905,"(34.2642100682, -118.578257905)",500,D,3,North Valley APC,12,Mitchell Englander,99,CHATSWORTH NC,DEVONSHIRE
1-444777611,2/3/2017 8:32:57 AM,2/10/2017 11:35:43 AM,SR Created,OCB,Graffiti Removal,Closed,Call,"",N,SLABT,2/10/2017 11:35:36 AM,,Y,N,"1216 W 50TH ST, 90037",1216,W,50TH,ST,90037,33.9976696982,-118.296624627,"(33.9976696982, -118.296624627)",674,A,4,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,77TH STREET
1-450094281,2/8/2017 6:36:43 PM,2/9/2017 2:21:12 PM,SR Created,BOS,Bulky Items,Closed,Call,"",Y,EV,2/9/2017 12:00:00 AM,,Y,N,"7421 N HAZELTINE AVE, 91405",7421,N,HAZELTINE,AVE,91405,34.2054446677,-118.440244375,"(34.2054446677, -118.440244375)",532,B,4,South Valley APC,2,Paul Krekorian,20,VAN NUYS NC,VAN NUYS
1-443493921,2/2/2017 8:57:22 AM,2/6/2017 12:07:56 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,NC,2/6/2017 12:00:00 AM,,Y,N,"1727 E BRIDGE ST, 90033",1727,E,BRIDGE,ST,90033,34.0519129691,-118.216385464,"(34.0519129691, -118.216385464)",635,A,4,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK
1-434580041,1/25/2017 3:09:53 PM,1/26/2017 2:24:27 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,WLA,1/26/2017 12:00:00 AM,,Y,N,"1068 S MEADOWBROOK AVE, 90019",1068,S,MEADOWBROOK,AVE,90019,34.0553205134,-118.347329369,"(34.0553205134, -118.347329369)",633,D,3,Central APC,10,Herb J. Wesson Jr.,60,P.I.C.O. NC,WILSHIRE
1-415981332,1/6/2017 12:02:21 PM,1/9/2017 11:21:57 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,N,SLA,1/9/2017 12:00:00 AM,,Y,"","1451 W VENICE BLVD, 90006",1451,W,VENICE,BLVD,90006,34.0442095468,-118.285560857,"(34.0442095468, -118.285560857)",634,B,5,South Los Angeles APC,1,Gilbert Cedillo,76,PICO UNION NC,OLYMPIC
1-439056682,1/30/2017 10:46:34 AM,1/30/2017 10:46:34 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,1/4/2017 12:00:00 AM,,Y,"","8622 S CENTRAL AVE, 90002",8622,S,CENTRAL,AVE,90002,,,"",704,E,2,South Los Angeles APC,9,Curren D. Price Jr.,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST
1-414759061,1/5/2017 10:37:55 AM,1/11/2017 9:25:22 AM,SR Created,BOS,Homeless Encampment,Pending,Mobile App,Android,N,SLA,1/12/2017 12:00:00 AM,,Y,"","352 W 68TH ST, 90003",352,W,68TH,ST,90003,33.978007452,-118.280161788,"(33.978007452, -118.280161788)",674,C,7,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),NEWTON
1-419075044,1/10/2017 9:32:38 AM,1/27/2017 11:52:01 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,GAP,11/25/2016 12:00:00 AM,,Y,"","229 S WESTERN AVE, 90732",,S,WESTERN,AVE,90732,,,"",823,J,4,Harbor APC,15,Joe Buscaino,94,NORTHWEST SAN PEDRO NC,HARBOR
1-449945921,2/8/2017 4:07:05 PM,2/10/2017 11:33:57 AM,SR Created,BOS,Bulky Items,Closed,Self Service,"",N,WLA,2/10/2017 12:00:00 AM,,Y,N,"3426 S VINTON AVE, 90034",3426,S,VINTON,AVE,90034,34.0277815953,-118.407946877,"(34.0277815953, -118.407946877)",632,F,7,West Los Angeles APC,5,Paul Koretz,115,PALMS NC,PACIFIC
1-416453541,1/6/2017 4:23:47 PM,1/9/2017 12:12:42 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,WV,1/9/2017 12:00:00 AM,,Y,N,"17635 W ORNA DR, 91344",17635,W,ORNA,DR,91344,34.2998214054,-118.518091594,"(34.2998214054, -118.518091594)",481,B,5,North Valley APC,12,Mitchell Englander,4,GRANADA HILLS NORTH NC,DEVONSHIRE
1-439424313,1/30/2017 1:09:45 PM,1/31/2017 10:54:01 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,NEGB_ELA,1/31/2017 10:53:43 AM,,Y,N,"727 N BRIDEWELL ST, 90042",727,N,BRIDEWELL,ST,90042,34.1167751697,-118.170876622,"(34.1167751697, -118.170876622)",595,F,2,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST
1-442041595,2/1/2017 9:22:53 AM,2/1/2017 9:22:53 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,GAP,1/26/2017 12:00:00 AM,,Y,"","1000 W 253RD ST, 90710",1000,W,253RD,ST,90710,,,"",794,B,4,Harbor APC,15,Joe Buscaino,92,HARBOR CITY NC,HARBOR
1-417751618,1/9/2017 9:38:36 AM,1/9/2017 9:38:36 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,12/8/2016 12:00:00 AM,,Y,"","7509 S MAIN ST, 90003",7509,S,MAIN,ST,90003,,,"",704,C,1,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),77TH STREET
1-416199797,1/6/2017 2:09:54 PM,1/12/2017 9:48:45 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,N,NC,1/12/2017 12:00:00 AM,,Y,"","3733 N ROSEMEAD AVE, 90032",3733,N,ROSEMEAD,AVE,90032,34.0881048459,-118.176699817,"(34.0881048459, -118.176699817)",595,E,6,East Los Angeles APC,14,Jose Huizar,48,LA-32 NC,HOLLENBECK
1-411105011,1/1/2017 10:55:36 AM,1/4/2017 11:34:43 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,SLA,1/4/2017 12:00:00 AM,,Y,N,"1182 W 38TH ST, 90037",1182,W,38TH,ST,90037,34.0172052552,-118.296928949,"(34.0172052552, -118.296928949)",674,A,2,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST
1-444826560,2/3/2017 9:03:08 AM,2/7/2017 1:07:15 PM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,iOS,Y,WLA,2/7/2017 12:00:00 AM,,Y,"","834 E WARREN AVE, 90291",834,E,WARREN,AVE,90291,34.0023536844,-118.467541085,"(34.0023536844, -118.467541085)",671,H,4,West Los Angeles APC,11,Mike Bonin,68,VENICE NC,PACIFIC
1-422350668,1/12/2017 4:48:33 PM,1/13/2017 12:05:04 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,N,WLA,1/13/2017 12:00:00 AM,,Y,"","3441 S GREENFIELD AVE, 90034",3441,S,GREENFIELD,AVE,90034,34.0221178528,-118.419272635,"(34.0221178528, -118.419272635)",672,E,1,West Los Angeles APC,5,Paul Koretz,67,MAR VISTA CC,PACIFIC
1-421177868,1/11/2017 3:43:16 PM,1/11/2017 3:43:16 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,CCAC,1/11/2017 12:00:00 AM,,Y,"","1229 W SUNSET BLVD, 90026",1229,W,SUNSET,BLVD,90026,,,"",634,F,1,East Los Angeles APC,1,Gilbert Cedillo,46,HISTORIC CULTURAL NC,CENTRAL
1-442634544,2/1/2017 1:42:26 PM,2/1/2017 1:42:27 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,GAP,1/29/2017 12:00:00 AM,,Y,"","800 S GAFFEY ST, 90731",800,S,GAFFEY,ST,90731,,,"",824,B,5,Harbor APC,15,Joe Buscaino,95,CENTRAL SAN PEDRO NC,HARBOR
1-417500275,1/8/2017 11:34:25 PM,1/17/2017 10:22:23 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,Y,GAPBH,1/10/2017 10:22:17 AM,,Y,N,"517 S LORENA ST, 90063",517,S,LORENA,ST,90063,34.031973788,-118.198546113,"(34.031973788, -118.198546113)",635,C,6,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK
1-420446391,1/11/2017 10:15:52 AM,1/12/2017 3:02:01 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,EV,1/12/2017 12:00:00 AM,,Y,N,"15540 W VANOWEN ST, 91406",15540,W,VANOWEN,ST,91406,34.1936394458,-118.471987351,"(34.1936394458, -118.471987351)",531,G,6,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS
1-448078151,2/7/2017 11:19:46 AM,2/8/2017 9:59:07 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,SLA,2/8/2017 12:00:00 AM,,Y,N,"630 E 24TH ST, 90011",630,E,24TH,ST,90011,34.0236647465,-118.261486551,"(34.0236647465, -118.261486551)",674,E,1,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-420296391,1/11/2017 9:10:48 AM,1/11/2017 10:25:55 AM,SR Created,BOS,Dead Animal Removal,Closed,Self Service,"",N,WV,,,Y,N,"9800 DE SOTO AV, 91311",9800,"",DE SOTO,AV,91311,34.2481761661,-118.588473841,"(34.2481761661, -118.588473841)",500,C,5,North Valley APC,12,Mitchell Englander,99,CHATSWORTH NC,DEVONSHIRE
1-436478231,1/27/2017 10:41:21 AM,2/3/2017 5:03:07 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,"",N,WV,2/3/2017 12:00:00 AM,,Y,N,"24027 W MOBILE ST, 91307",24027,W,MOBILE,ST,91307,34.1875157784,-118.649675932,"(34.1875157784, -118.649675932)",529,E,7,South Valley APC,12,Mitchell Englander,11,WEST HILLS NC,TOPANGA
1-419521981,1/10/2017 12:57:01 PM,1/14/2017 3:02:06 PM,SR Created,OCB,Graffiti Removal,Cancelled,Call,"",Y,GAP,1/14/2017 3:01:40 PM,,Y,N,"1022 E L ST, 90744",1022,E,L,ST,90744,33.7872723058,-118.250465962,"(33.7872723058, -118.250465962)",794,F,5,Harbor APC,15,Joe Buscaino,93,WILMINGTON NC,HARBOR
1-413227748,1/4/2017 7:50:22 AM,1/4/2017 7:50:22 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,12/3/2016 12:00:00 AM,,Y,"","5861 S AVALON BLVD, 90003",5861,S,AVALON,BLVD,90003,,,"",674,D,5,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),NEWTON
1-415156511,1/5/2017 1:52:33 PM,1/9/2017 10:25:52 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,NC,1/9/2017 12:00:00 AM,,Y,N,"4138 N HOMER ST, 90031",4138,N,HOMER,ST,90031,34.0916902664,-118.205673119,"(34.0916902664, -118.205673119)",595,B,5,East Los Angeles APC,1,Gilbert Cedillo,42,ARROYO SECO NC,HOLLENBECK
1-452749733,2/11/2017 1:10:28 PM,2/11/2017 1:10:29 PM,SR Created,OCB,Graffiti Removal,Open,Mobile App,Android,N,HBT,,,Y,"","1671 N WESTERN AVE, 90027",1671,N,WESTERN,AVE,90027,34.1010201063,-118.309414032,"(34.1010201063, -118.309414032)",593,H,4,Central APC,13,Mitch O'Farrell,33,HOLLYWOOD STUDIO DISTRICT NC,HOLLYWOOD
1-449665151,2/8/2017 2:03:15 PM,2/13/2017 3:21:05 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,HB,2/13/2017 12:00:00 AM,,Y,N,"1557 W 204TH ST, 90501",1557,W,204TH,ST,90501,33.845789746,-118.306212393,"(33.845789746, -118.306212393)",763,J,4,Harbor APC,15,Joe Buscaino,91,HARBOR GATEWAY SOUTH NC,HARBOR
1-426849201,1/18/2017 9:28:39 AM,1/19/2017 7:24:30 AM,SR Created,BOS,Bulky Items,Closed,Call,"",Y,EV,1/19/2017 12:00:00 AM,,Y,N,"9301 N VAN NUYS BLVD, 91402",9301,N,VAN NUYS,BLVD,91402,34.2395567802,-118.450485049,"(34.2395567802, -118.450485049)",501,J,6,North Valley APC,6,Nury Martinez,100,PANORAMA CITY NC,MISSION
1-429427120,1/20/2017 8:31:34 AM,2/2/2017 3:34:51 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,N,CCAC,2/2/2017 3:22:41 PM,,Y,N,"1611 W DELTA ST, 90026",1611,W,DELTA,ST,90026,34.0817302517,-118.254995156,"(34.0817302517, -118.254995156)",594,E,7,East Los Angeles APC,13,Mitch O'Farrell,44,GREATER ECHO PARK ELYSIAN NC,NORTHEAST
1-423623727,1/14/2017 10:53:18 AM,1/19/2017 2:08:23 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,GAPBH,1/15/2017 2:08:19 PM,,Y,N,"405 N SLOAT ST, 90063",405,N,SLOAT,ST,90063,34.0429730344,-118.198716015,"(34.0429730344, -118.198716015)",635,C,5,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK
1-453638161,2/13/2017 10:13:18 AM,2/13/2017 10:13:18 AM,SR Created,BOS,Bulky Items,Open,Call,"",N,SLA,2/16/2017 12:00:00 AM,,Y,N,"7403 S HOOVER ST, 90044",7403,S,HOOVER,ST,90044,33.9725260063,-118.287423723,"(33.9725260063, -118.287423723)",704,B,1,South Los Angeles APC,8,Marqueece Harris-Dawson,,"",77TH STREET
1-417357561,1/8/2017 2:01:05 PM,1/9/2017 8:07:18 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,"",N,WLA,1/9/2017 12:00:00 AM,,Y,N,"4027 S MARCASEL AVE, 90066",4027,S,MARCASEL,AVE,90066,34.0020723613,-118.424277873,"(34.0020723613, -118.424277873)",672,D,4,West Los Angeles APC,11,Mike Bonin,67,MAR VISTA CC,PACIFIC
1-452174218,2/10/2017 1:59:53 PM,2/10/2017 1:59:54 PM,SR Created,OCB,Graffiti Removal,Open,Mobile App,iOS,Y,KYCC,,,Y,"","1683 S WEST BLVD, 90019",1683,S,WEST,BLVD,90019,34.0430488059,-118.336115038,"(34.0430488059, -118.336115038)",633,E,5,South Los Angeles APC,10,Herb J. Wesson Jr.,73,MID CITY NC,WILSHIRE
1-413710281,1/4/2017 11:55:57 AM,1/7/2017 12:35:31 PM,SR Created,BOS,Bulky Items,Closed,Self Service,"",N,WV,1/7/2017 12:00:00 AM,,Y,N,"7948 N VICKY AVE, 91304",7948,N,VICKY,AVE,91304,34.2151356724,-118.619385682,"(34.2151356724, -118.619385682)",529,H,3,South Valley APC,12,Mitchell Englander,11,WEST HILLS NC,TOPANGA
1-450822469,2/9/2017 12:48:23 PM,2/9/2017 12:48:23 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,KYCC,12/12/2016 12:00:00 AM,,Y,"","2678 W PICO BLVD, 90006",2678,W,PICO,BLVD,90006,,,"",634,A,4,South Los Angeles APC,1,Gilbert Cedillo,76,PICO UNION NC,OLYMPIC
1-456079541,2/15/2017 8:28:43 AM,2/15/2017 8:28:43 AM,SR Created,BOS,Dead Animal Removal,Open,Call,"",N,HB,,,Y,N,"10301 S AVALON BLVD, 90003",10301,S,AVALON,BLVD,90003,33.9428004271,-118.265245986,"(33.9428004271, -118.265245986)",704,D,5,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST
1-437832874,1/28/2017 8:24:50 PM,1/28/2017 8:24:50 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,PGS,1/25/2017 12:00:00 AM,,Y,"","1552 S ARMACOST AVE, 90025",1552,S,ARMACOST,AVE,90025,,,"",631,J,6,West Los Angeles APC,11,Mike Bonin,66,WEST LOS ANGELES NC,WEST LOS ANGELES
1-441732650,1/31/2017 9:56:28 PM,2/6/2017 8:29:58 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Android,Y,NC,2/6/2017 12:00:00 AM,,Y,"","415 N MOTT ST, 90033",415,N,MOTT,ST,90033,34.0456666219,-118.203997581,"(34.0456666219, -118.203997581)",635,B,4,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK
1-435540341,1/26/2017 1:02:26 PM,1/30/2017 3:01:59 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Email,"",N,EV,1/30/2017 12:00:00 AM,,Y,N,"10249 N TUJUNGA CANYON BLVD, 91042",10249,N,TUJUNGA CANYON,BLVD,91042,34.2531846871,-118.291262258,"(34.2531846871, -118.291262258)",504,A,4,North Valley APC,7,Vacant,10,SUNLAND-TUJUNGA NC,FOOTHILL
1-438223391,1/29/2017 3:06:41 PM,1/29/2017 3:07:50 PM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,"",Y,EV,1/31/2017 12:00:00 AM,,Y,N,"6639 N TROOST AVE, 91606",6639,N,TROOST,AVE,91606,34.1916009364,-118.386796188,"(34.1916009364, -118.386796188)",532,H,6,South Valley APC,2,Paul Krekorian,24,MID-TOWN NORTH HOLLYWOOD NC,NORTH HOLLYWOOD
1-429084471,1/19/2017 4:32:27 PM,1/23/2017 12:25:13 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,NC,1/23/2017 12:00:00 AM,,Y,N,"2112 E CITY VIEW AVE, 90033",2112,E,CITY VIEW,AVE,90033,34.0519782098,-118.20875416,"(34.0519782098, -118.20875416)",635,B,4,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK
1-433620121,1/24/2017 10:21:20 PM,1/25/2017 4:07:10 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,"",N,NEGB_ELA,1/25/2017 4:07:16 PM,,Y,N,"326 E LIVERMORE TER, 90042",326,E,LIVERMORE,TER,90042,34.1154257423,-118.189041396,"(34.1154257423, -118.189041396)",595,D,2,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST
1-414678701,1/5/2017 9:52:36 AM,1/7/2017 11:38:46 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,NC,1/7/2017 12:00:00 AM,,Y,N,"1206 S RIMPAU BLVD, 90019",1206,S,RIMPAU,BLVD,90019,34.0523491047,-118.335365563,"(34.0523491047, -118.335365563)",633,E,4,Central APC,10,Herb J. Wesson Jr.,104,OLYMPIC PARK NC,WILSHIRE
1-446226193,2/5/2017 12:50:54 PM,2/5/2017 4:20:22 PM,SR Created,ITA,Other,Closed,Mobile App,iOS,N,"",,,Y,N,"1066 S LOS PALOS ST, 90023",1066,S,LOS PALOS,ST,90023,34.0209940725,-118.193984598,"(34.0209940725, -118.193984598)",675,C,1,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK
1-413505941,1/4/2017 10:22:02 AM,1/5/2017 1:39:22 PM,SR Created,BOS,Electronic Waste,Closed,Call,"",N,SLA,1/5/2017 12:00:00 AM,,Y,N,"207 W 73RD ST, 90003",207,W,73RD,ST,90003,33.97381429,-118.276440606,"(33.97381429, -118.276440606)",674,C,7,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),77TH STREET
1-433243471,1/24/2017 2:59:36 PM,1/26/2017 1:18:08 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,SLA,1/26/2017 12:00:00 AM,,Y,N,"6308 S 10TH AVE, 90043",6308,S,10TH,AVE,90043,33.982543277,-118.32781416,"(33.982543277, -118.32781416)",673,F,6,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET
1-455692651,2/14/2017 3:42:20 PM,2/14/2017 3:42:20 PM,SR Created,BOS,Bulky Items,Open,Call,"",N,EV,2/16/2017 12:00:00 AM,,Y,N,"15219 W WILLARD ST, 91402",15219,W,WILLARD,ST,91402,34.2186954684,-118.46444405,"(34.2186954684, -118.46444405)",531,H,2,North Valley APC,6,Nury Martinez,100,PANORAMA CITY NC,MISSION
1-439994581,1/30/2017 5:05:26 PM,1/31/2017 9:54:16 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,SLA,1/31/2017 12:00:00 AM,,Y,N,"1532 W 57TH ST, 90062",1532,W,57TH,ST,90062,33.9904616271,-118.303429832,"(33.9904616271, -118.303429832)",673,J,5,South Los Angeles APC,8,Marqueece Harris-Dawson,81,EMPOWERMENT CONGRESS CENTRAL AREA NDC,77TH STREET
1-432788119,1/24/2017 11:17:47 AM,1/24/2017 11:17:47 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,12/24/2016 12:00:00 AM,,Y,"","3131 S BROADWAY, 90007",3131,S,BROADWAY,"",90007,,,"",674,C,1,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-433794976,1/25/2017 8:51:30 AM,1/25/2017 8:51:30 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,GAP,1/24/2017 12:00:00 AM,,Y,"","8501 S VERMONT AVE, 90044",8501,S,VERMONT,AVE,90044,,,"",704,A,2,South Los Angeles APC,8,Marqueece Harris-Dawson,84,EMPOWERMENT CONGRESS SOUTHWEST AREA NDC,77TH STREET
1-454895001,2/14/2017 8:55:14 AM,2/14/2017 8:55:14 AM,SR Created,BOS,Bulky Items,Open,Self Service,"",Y,EV,2/17/2017 12:00:00 AM,,Y,N,"13118 W OSBORNE ST, 91331",13118,W,OSBORNE,ST,91331,34.2475595528,-118.418282022,"(34.2475595528, -118.418282022)",502,D,5,North Valley APC,7,Vacant,7,PACOIMA NC,FOOTHILL
